,similarity,timestamp
0,0.9999386034399819,"01/21/2019, 14:32:00"
1,0.9835488402753549,"01/21/2019, 14:34:00"
2,0.9859556981777662,"01/21/2019, 14:36:00"
3,0.5587302826898451,"01/21/2019, 14:38:00"
4,0.9951524045125433,"01/21/2019, 14:40:00"
5,0.9973513174005384,"01/21/2019, 14:42:00"
6,0.9712126796996253,"01/21/2019, 14:44:00"
7,0.9973430242983717,"01/21/2019, 14:46:00"
8,0.918907685849299,"01/21/2019, 14:48:00"
9,0.9741196584455548,"01/21/2019, 14:50:00"
10,0.9692308921332768,"01/21/2019, 14:52:00"
11,0.9780565153961013,"01/21/2019, 14:54:00"
12,0.9885165748397011,"01/21/2019, 14:56:00"
13,0.866055867421486,"01/21/2019, 14:58:00"
14,0.5518547654975974,"01/21/2019, 15:00:00"
15,0.9085982857395313,"01/21/2019, 15:02:00"
16,0.9836350031402883,"01/21/2019, 15:04:00"
17,0.9702074374427989,"01/21/2019, 15:06:00"
18,0.9806553157008921,"01/21/2019, 15:08:00"
19,0.9801570823979222,"01/21/2019, 15:10:00"
20,0.9975571612396509,"01/21/2019, 15:12:00"
21,0.9977367350448244,"01/21/2019, 15:14:00"
22,0.9891689762910181,"01/21/2019, 15:16:00"
23,0.9392687627419215,"01/21/2019, 15:18:00"
24,0.9885957829951274,"01/21/2019, 15:20:00"
25,0.9949568115362866,"01/21/2019, 15:22:00"
26,0.9885241018441526,"01/21/2019, 15:24:00"
27,0.9729627995251428,"01/21/2019, 15:26:00"
28,0.9838117820922597,"01/21/2019, 15:28:00"
29,0.4632907888135888,"01/21/2019, 15:30:00"
30,0.9835832293915369,"01/21/2019, 15:32:00"
31,0.9938168816798906,"01/21/2019, 15:34:00"
32,0.9880995934501468,"01/21/2019, 15:36:00"
33,0.8896314748079601,"01/21/2019, 15:38:00"
34,0.9911998847839198,"01/21/2019, 15:40:00"
35,0.9504977621736536,"01/21/2019, 15:42:00"
36,0.991919517998722,"01/21/2019, 15:44:00"
37,0.981799395588763,"01/21/2019, 15:46:00"
38,0.9753509225573641,"01/21/2019, 15:48:00"
39,0.9843509867248658,"01/21/2019, 15:50:00"
40,0.9857728085484273,"01/21/2019, 15:52:00"
41,0.9832767840939172,"01/21/2019, 15:54:00"
42,0.9727158702189735,"01/21/2019, 15:56:00"
43,0.9839322271075166,"01/21/2019, 15:58:00"
44,0.6897878995955026,"01/21/2019, 16:00:00"
45,0.7846913531687397,"01/21/2019, 16:02:00"
46,0.954761672667043,"01/21/2019, 16:04:00"
47,0.9727129253235719,"01/21/2019, 16:06:00"
48,0.9512312676558602,"01/21/2019, 16:08:00"
49,0.9744885739085466,"01/21/2019, 16:10:00"
50,0.980718941355637,"01/21/2019, 16:12:00"
51,0.7414092541553352,"01/21/2019, 16:14:00"
52,0.9909062690393545,"01/21/2019, 16:16:00"
53,0.8017690660464554,"01/21/2019, 16:18:00"
54,0.6045320688865639,"01/21/2019, 16:20:00"
55,0.9783055716718533,"01/21/2019, 16:22:00"
56,0.9919596436631328,"01/21/2019, 16:24:00"
57,0.9225052658203498,"01/21/2019, 16:26:00"
58,0.9561032192160248,"01/21/2019, 16:28:00"
59,0.40657223808623183,"01/21/2019, 16:30:00"
60,0.9198996290600554,"01/21/2019, 16:32:00"
61,0.9488301347601392,"01/21/2019, 16:34:00"
62,0.9852919891769586,"01/21/2019, 16:36:00"
63,0.8425780765005496,"01/21/2019, 16:38:00"
64,,"01/21/2019, 16:40:00"
65,0.4749527121362555,"01/21/2019, 16:42:00"
66,0.9856694264240974,"01/21/2019, 16:44:00"
67,0.9923257590819146,"01/21/2019, 16:46:00"
68,0.6224643356690333,"01/21/2019, 16:48:00"
69,0.996803234658814,"01/21/2019, 16:50:00"
70,0.9890460017437562,"01/21/2019, 16:52:00"
71,0.9816284429664033,"01/21/2019, 16:54:00"
72,0.9792764807180396,"01/21/2019, 16:56:00"
73,0.976245337607309,"01/21/2019, 16:58:00"
74,0.5473591045806852,"01/21/2019, 17:00:00"
75,0.9663507014463335,"01/21/2019, 17:02:00"
76,0.993816394341378,"01/21/2019, 17:04:00"
77,0.7445543875962378,"01/21/2019, 17:06:00"
78,0.9859122496514519,"01/21/2019, 17:08:00"
79,0.9967412860875663,"01/21/2019, 17:10:00"
80,0.9858449887759558,"01/21/2019, 17:12:00"
81,0.6364103048453617,"01/21/2019, 17:14:00"
82,0.9118433364961448,"01/21/2019, 17:16:00"
83,0.9843293154611333,"01/21/2019, 17:18:00"
