01/21/19 02:31 PM,0.019724,10.138.25.67
01/21/19 02:32 PM,0.339817,10.138.25.67
01/21/19 02:33 PM,0.024861,10.138.25.67
01/21/19 02:34 PM,0.022789,10.138.25.67
01/21/19 02:35 PM,0.022,10.138.25.67
01/21/19 02:36 PM,0.025834,10.138.25.67
01/21/19 02:37 PM,0.024614,10.138.25.67
01/21/19 02:38 PM,0.022746,10.138.25.67
01/21/19 02:39 PM,0.024582,10.138.25.67
01/21/19 02:40 PM,0.02456,10.138.25.67
01/21/19 02:41 PM,0.024241,10.138.25.67
01/21/19 02:42 PM,0.024134,10.138.25.67
01/21/19 02:43 PM,0.023707,10.138.25.67
01/21/19 02:44 PM,0.022811,10.138.25.67
01/21/19 02:45 PM,0.024447,10.138.25.67
01/21/19 02:46 PM,0.023822,10.138.25.67
01/21/19 02:47 PM,0.024105,10.138.25.67
01/21/19 02:48 PM,0.407423,10.138.25.67
01/21/19 02:49 PM,0.024031,10.138.25.67
01/21/19 02:50 PM,0.022921,10.138.25.67
01/21/19 02:51 PM,0.022728,10.138.25.67
01/21/19 02:52 PM,0.022335,10.138.25.67
01/21/19 02:53 PM,0.019954,10.138.25.67
01/21/19 02:54 PM,0.024452,10.138.25.67
01/21/19 02:55 PM,0.024526,10.138.25.67
01/21/19 02:56 PM,0.02233,10.138.25.67
01/21/19 02:57 PM,0.998489,10.138.25.67
01/21/19 02:58 PM,0.024145,10.138.25.67
01/21/19 02:59 PM,0.021246,10.138.25.67
01/21/19 03:00 PM,0.024358,10.138.25.67
01/21/19 03:01 PM,0.026437,10.138.25.67
01/21/19 03:02 PM,0.025483,10.138.25.67
01/21/19 03:03 PM,0.026292,10.138.25.67
01/21/19 03:04 PM,0.02668,10.138.25.67
01/21/19 03:05 PM,0.024562,10.138.25.67
01/21/19 03:06 PM,0.023799,10.138.25.67
01/21/19 03:07 PM,0.024233,10.138.25.67
01/21/19 03:08 PM,0.023428,10.138.25.67
01/21/19 03:09 PM,0.023976,10.138.25.67
01/21/19 03:10 PM,0.024165,10.138.25.67
01/21/19 03:11 PM,0.02268,10.138.25.67
01/21/19 03:12 PM,0.022821,10.138.25.67
01/21/19 03:13 PM,0.023764,10.138.25.67
01/21/19 03:14 PM,0.022679,10.138.25.67
01/21/19 03:15 PM,0.022132,10.138.25.67
01/21/19 03:16 PM,0.021229,10.138.25.67
01/21/19 03:17 PM,0.022141,10.138.25.67
01/21/19 03:18 PM,0.026457,10.138.25.67
01/21/19 03:19 PM,0.022472,10.138.25.67
01/21/19 03:20 PM,0.021677,10.138.25.67
01/21/19 03:21 PM,0.022308,10.138.25.67
01/21/19 03:22 PM,0.02229,10.138.25.67
01/21/19 03:23 PM,0.386976,10.138.25.67
01/21/19 03:24 PM,0.02264,10.138.25.67
01/21/19 03:25 PM,0.022262,10.138.25.67
01/21/19 03:26 PM,0.02265,10.138.25.67
01/21/19 03:27 PM,0.022623,10.138.25.67
01/21/19 03:28 PM,0.022005,10.138.25.67
01/21/19 03:29 PM,0.023354,10.138.25.67
01/21/19 03:30 PM,0.021556,10.138.25.67
01/21/19 03:31 PM,0.01973,10.138.25.67
01/21/19 03:32 PM,0.021092,10.138.25.67
01/21/19 03:33 PM,0.396421,10.138.25.67
01/21/19 03:34 PM,0.024949,10.138.25.67
01/21/19 03:35 PM,0.020636,10.138.25.67
01/21/19 03:36 PM,0.023641,10.138.25.67
01/21/19 03:37 PM,0.023482,10.138.25.67
01/21/19 03:38 PM,0.024684,10.138.25.67
01/21/19 03:39 PM,0.023471,10.138.25.67
01/21/19 03:40 PM,0.032144,10.138.25.67
01/21/19 03:41 PM,0.020342,10.138.25.67
01/21/19 03:42 PM,0.020551,10.138.25.67
01/21/19 03:43 PM,0.018935,10.138.25.67
01/21/19 03:44 PM,0.02045,10.138.25.67
01/21/19 03:45 PM,0.020538,10.138.25.67
01/21/19 03:46 PM,0.020501,10.138.25.67
01/21/19 03:47 PM,0.020169,10.138.25.67
01/21/19 03:48 PM,0.022412,10.138.25.67
01/21/19 03:49 PM,0.02076,10.138.25.67
01/21/19 03:50 PM,0.021581,10.138.25.67
01/21/19 03:51 PM,0.019948,10.138.25.67
01/21/19 03:52 PM,0.019768,10.138.25.67
01/21/19 03:53 PM,0.020071,10.138.25.67
01/21/19 03:54 PM,0.019727,10.138.25.67
01/21/19 03:55 PM,0.021312,10.138.25.67
01/21/19 03:56 PM,0.0203,10.138.25.67
01/21/19 03:57 PM,0.020594,10.138.25.67
01/21/19 03:58 PM,0.020296,10.138.25.67
01/21/19 03:59 PM,0.020277,10.138.25.67
01/21/19 04:00 PM,0.022246,10.138.25.67
01/21/19 04:01 PM,0.020458,10.138.25.67
01/21/19 04:02 PM,0.021019,10.138.25.67
01/21/19 04:03 PM,0.080884,10.138.25.67
01/21/19 04:04 PM,0.019319,10.138.25.67
01/21/19 04:05 PM,0.02131,10.138.25.67
01/21/19 04:06 PM,0.020953,10.138.25.67
01/21/19 04:07 PM,0.020615,10.138.25.67
01/21/19 04:08 PM,0.144879,10.138.25.67
01/21/19 04:09 PM,0.020197,10.138.25.67
01/21/19 04:10 PM,0.020468,10.138.25.67
01/21/19 04:11 PM,0.019148,10.138.25.67
01/21/19 04:12 PM,0.020061,10.138.25.67
01/21/19 04:13 PM,0.02084,10.138.25.67
01/21/19 04:14 PM,0.019859,10.138.25.67
01/21/19 04:15 PM,0.019163,10.138.25.67
01/21/19 04:16 PM,0.020385,10.138.25.67
01/21/19 04:17 PM,1.097798,10.138.25.67
01/21/19 04:18 PM,0.020147,10.138.25.67
01/21/19 04:19 PM,0.021203,10.138.25.67
01/21/19 04:20 PM,0.020304,10.138.25.67
01/21/19 04:21 PM,0.020205,10.138.25.67
01/21/19 04:22 PM,0.019562,10.138.25.67
01/21/19 04:23 PM,0.022827,10.138.25.67
01/21/19 04:24 PM,0.020595,10.138.25.67
01/21/19 04:25 PM,0.019926,10.138.25.67
01/21/19 04:26 PM,0.020416,10.138.25.67
01/21/19 04:27 PM,0.319841,10.138.25.67
01/21/19 04:28 PM,0.020602,10.138.25.67
01/21/19 04:29 PM,0.020142,10.138.25.67
01/21/19 04:30 PM,0.02069,10.138.25.67
01/21/19 04:31 PM,0.019889,10.138.25.67
01/21/19 04:32 PM,0.022712,10.138.25.67
01/21/19 04:33 PM,0.02093,10.138.25.67
01/21/19 04:34 PM,0.023325,10.138.25.67
01/21/19 04:35 PM,0.022932,10.138.25.67
01/21/19 04:36 PM,0.02123,10.138.25.67
01/21/19 04:37 PM,0.027016,10.138.25.67
01/21/19 04:38 PM,1.122302,10.138.25.67
01/21/19 04:39 PM,0.02059,10.138.25.67
01/21/19 04:41 PM,2.202616,10.138.25.67
01/21/19 04:41 PM,0.021477,10.138.25.67
01/21/19 04:42 PM,0.022814,10.138.25.67
01/21/19 04:43 PM,0.021142,10.138.25.67
01/21/19 04:44 PM,0.019096,10.138.25.67
01/21/19 04:45 PM,0.024167,10.138.25.67
01/21/19 04:46 PM,0.020446,10.138.25.67
01/21/19 04:47 PM,0.019518,10.138.25.67
01/21/19 04:48 PM,1.822499,10.138.25.67
01/21/19 04:49 PM,0.024608,10.138.25.67
01/21/19 04:50 PM,0.027089,10.138.25.67
01/21/19 04:51 PM,0.019314,10.138.25.67
01/21/19 04:52 PM,0.024563,10.138.25.67
01/21/19 04:53 PM,0.019725,10.138.25.67
01/21/19 04:54 PM,0.023778,10.138.25.67
01/21/19 04:55 PM,0.020028,10.138.25.67
01/21/19 04:56 PM,0.02036,10.138.25.67
01/21/19 04:57 PM,0.02249,10.138.25.67
01/21/19 04:58 PM,0.019721,10.138.25.67
01/21/19 04:59 PM,0.019623,10.138.25.67
01/21/19 05:00 PM,0.020847,10.138.25.67
01/21/19 05:01 PM,0.019493,10.138.25.67
01/21/19 05:02 PM,0.020805,10.138.25.67
01/21/19 05:03 PM,0.018861,10.138.25.67
01/21/19 05:04 PM,0.020131,10.138.25.67
01/21/19 05:05 PM,0.020498,10.138.25.67
01/21/19 05:06 PM,0.019476,10.138.25.67
01/21/19 05:07 PM,0.020015,10.138.25.67
01/21/19 05:08 PM,0.020583,10.138.25.67
01/21/19 05:09 PM,0.017685,10.138.25.67
01/21/19 05:10 PM,0.019323,10.138.25.67
01/21/19 05:11 PM,0.019256,10.138.25.67
01/21/19 05:12 PM,0.334029,10.138.25.67
